assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1,key_ty,key_ty_minus1,B_ty,B_ty_minus1,B_type,B_unit,TBbest_ty,TBbest_ty_minus1,TB_ty,TB_ty_minus1,TN_ty,TN_ty_minus1,SSB_ty,SSB_ty_minus1,SSB_E00eggs_ty,SSB_E00eggs_ty_minus1,F_ty,F_ty_minus1,F_type,F_unit,ERbest_ty,ERbest_ty_minus1,ER_ty,ER_ty_minus1,instF_ty,instF_ty_minus1
DFO-PAC-HERRPRD-1949-2018-ASHBROOK,HERRPRD,DFO,DFO-PAC,1949-2018,1949,2018,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,Canada,Canada West Coast,Prince Rupert District,Canada-DFO-PRD,Pacific herring Prince Rupert District,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,999,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_002-eng.html,Current,Canada,67,NULL,NA,NA,NA,NA,NA,1951,2018,NA,NA,1951,2016,2016,1,2007,2006,DFO-PAC-HERRPRD-1949-2018-ASHBROOK_2007,DFO-PAC-HERRPRD-1949-2018-ASHBROOK_2006,15462.575,13896.079,SSB-MT,MT,NA,NA,NA,NA,NA,NA,15462.575,13896.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DFO-PAC-HERRPRD-1951-2007-COLLIE,HERRPRD,DFO,DFO-PAC,1951-2007,1951,2007,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,Canada,Canada West Coast,Prince Rupert District,Canada-DFO-PRD,Pacific herring Prince Rupert District,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,0,received from contact,Current,Canada,67,this is a test entry only,NA,NA,NA,NA,NA,1951,2007,1951,2007,1951,2007,2007,3,2007,2006,DFO-PAC-HERRPRD-1951-2007-COLLIE_2007,DFO-PAC-HERRPRD-1951-2007-COLLIE_2006,16800,15700,SSB-MT,MT,17800,18300,17800,18300,NA,NA,16800,15700,NA,NA,0.0544,0.143,ERbest-ratio,ratio,0.0544,0.143,0.0544,0.143,0.04,0.135
DFO-HERRQCI-1951-2015-WATSON,HERRQCI,DFO,DFO,1951-2015,1951,2015,Statistical catch at age model,SCA,Statistical catch-at-age model,Canada,Canada West Coast,Queen Charlotte Islands,Canada-DFO-QCI,Pacific herring Queen Charlotte Islands,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,0,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Current,Canada,67,NULL,NA,NA,NA,NA,NA,1951,2015,1951,2015,1951,2015,2015,2,2007,2006,DFO-HERRQCI-1951-2015-WATSON_2007,DFO-HERRQCI-1951-2015-WATSON_2006,5650,4450,SSB-MT,MT,17700,22900,17700,22900,NA,NA,5650,4450,NA,NA,0,0,ERbest-ratio,ratio,0,0,NA,NA,NA,NA
DFO-PAC-HERRQCI-1949-2018-ASHBROOK,HERRQCI,DFO,DFO-PAC,1949-2018,1949,2018,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,Canada,Canada West Coast,Queen Charlotte Islands,Canada-DFO-QCI,Pacific herring Queen Charlotte Islands,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,999,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_002-eng.html,Current,Canada,67,NULL,NA,NA,NA,NA,NA,1951,2018,NA,NA,1951,2016,2016,1,2007,2006,DFO-PAC-HERRQCI-1949-2018-ASHBROOK_2007,DFO-PAC-HERRQCI-1949-2018-ASHBROOK_2006,5500.5436,4200.2053,SSB-MT,MT,NA,NA,NA,NA,NA,NA,5500.5436,4200.2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DFO-PAC-HERRQCI-1951-2007-COLLIE,HERRQCI,DFO,DFO-PAC,1951-2007,1951,2007,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,Canada,Canada West Coast,Queen Charlotte Islands,Canada-DFO-QCI,Pacific herring Queen Charlotte Islands,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,0,received from contact,Current,Canada,67,this is a test entry only,NA,NA,NA,NA,NA,1951,2007,1951,2007,1951,2007,2007,3,2007,2006,DFO-PAC-HERRQCI-1951-2007-COLLIE_2007,DFO-PAC-HERRQCI-1951-2007-COLLIE_2006,9150,4130,SSB-MT,MT,9150,4130,9150,4130,NA,NA,9150,4130,NA,NA,0,0,ERbest-ratio,ratio,0,0,0,0,0,0
WGBFAS-HERRRIGA-1976-2011-NEUBAUER,HERRRIGA,ICES,WGBFAS,1976-2011,1976,2011,VPA,XSA,Extended Survivor Analysis,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/reports/ACOM/2011/WGBFAS/Sec%2006.4%20Herring%20in%20Subdivision%2030.pdf,Current,Estonia,27,NULL,0.2,NULL,except for the period 1979-1983 when a value of M=0.25 is used.,NA,NA,1977,2011,1977,2010,1977,2010,2010,7,2010,2009,WGBFAS-HERRRIGA-1976-2011-NEUBAUER_2010,WGBFAS-HERRRIGA-1976-2011-NEUBAUER_2009,119000,124000,TBbest-MT,MT,119000,124000,119000,124000,NA,NA,76800,85300,NA,NA,0.253,0.262,ERbest-ratio,ratio,0.253,0.262,0.253,0.262,0.43,0.481
WGBFAS-HERRRIGA-1976-2013-ICESIMP2016,HERRRIGA,ICES,WGBFAS,1976-2013,1976,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/her-riga_201304142205.pdf,Current,Estonia,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1977,2013,1977,2012,1977,2012,2012,6,2010,2009,WGBFAS-HERRRIGA-1976-2013-ICESIMP2016_2010,WGBFAS-HERRRIGA-1976-2013-ICESIMP2016_2009,134000,143000,TBbest-MT,MT,134000,143000,134000,143000,NA,NA,94000,99300,NA,NA,0.225373134,0.227972028,ERbest-ratio,ratio,0.225373134,0.227972028,NA,NA,0.348,0.427
WGBFAS-HERRRIGA-1976-2014-ICESIMP2016,HERRRIGA,ICES,WGBFAS,1976-2014,1976,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-riga.pdf,Current,Estonia,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1977,2014,1977,2013,1977,2013,2013,5,2010,2009,WGBFAS-HERRRIGA-1976-2014-ICESIMP2016_2010,WGBFAS-HERRRIGA-1976-2014-ICESIMP2016_2009,134000,144000,TBbest-MT,MT,134000,144000,134000,144000,NA,NA,94400,101000,NA,NA,0.225373134,0.226388889,ERbest-ratio,ratio,0.225373134,0.226388889,NA,NA,0.336,0.416
WGBFAS-HERRRIGA-1976-2015-ICESIMP2016,HERRRIGA,ICES,WGBFAS,1976-2015,1976,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-riga.pdf,Current,Estonia,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1977,2015,1977,2014,1977,2014,2014,4,2010,2009,WGBFAS-HERRRIGA-1976-2015-ICESIMP2016_2010,WGBFAS-HERRRIGA-1976-2015-ICESIMP2016_2009,132000,142000,TBbest-MT,MT,132000,142000,132000,142000,NA,NA,93100,100000,NA,NA,0.228787879,0.229577465,ERbest-ratio,ratio,0.228787879,0.229577465,NA,NA,0.34,0.419
WGBFAS-HERRRIGA-1976-2016-ICESIMP2016,HERRRIGA,ICES,WGBFAS,1976-2016,1976,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-riga.pdf,Current,Estonia,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1977,2016,1977,2015,1977,2015,2015,3,2010,2009,WGBFAS-HERRRIGA-1976-2016-ICESIMP2016_2010,WGBFAS-HERRRIGA-1976-2016-ICESIMP2016_2009,138000,148000,TBbest-MT,MT,138000,148000,138000,148000,NA,NA,97200,104000,NA,NA,0.21884058,0.22027027,ERbest-ratio,ratio,0.21884058,0.22027027,NA,NA,0.328,0.406
WGBFAS-HERRRIGA-1976-2017-ICESIMP2018,HERRRIGA,ICES,WGBFAS,1976-2017,1976,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.28.pdf,Current,Estonia,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1977,2017,1977,2016,1977,2016,2016,2,2010,2009,WGBFAS-HERRRIGA-1976-2017-ICESIMP2018_2010,WGBFAS-HERRRIGA-1976-2017-ICESIMP2018_2009,138000,148000,TBbest-MT,MT,138000,148000,138000,148000,NA,NA,97900,104000,NA,NA,0.21884058,0.22027027,ERbest-ratio,ratio,0.21884058,0.22027027,NA,NA,0.323,0.402
WGBFAS-HERRRIGA-1976-2018-ICESIMP2018,HERRRIGA,ICES,WGBFAS,1976-2018,1976,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),Gulf of Riga East of Gotland,multinational-ICES-28,Herring Gulf of Riga East of Gotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,999,,Current,Estonia,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1977,2018,1977,2017,1977,2017,2017,1,2010,2009,WGBFAS-HERRRIGA-1976-2018-ICESIMP2018_2010,WGBFAS-HERRRIGA-1976-2018-ICESIMP2018_2009,140000,150000,TBbest-MT,MT,140000,150000,140000,150000,NA,NA,99500,106000,NA,NA,0.215714286,0.217333333,ERbest-ratio,ratio,0.215714286,0.217333333,NA,NA,0.315,0.391
HAWG-HERRSIRS-1957-2010-NEUBAUER,HERRSIRS,ICES,HAWG,1957-2010,1957,2010,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/reports/ACOM/2011/HAWG/Annex%2005%20Stock%20Annex%20Herring%20in%20the%20Celtic%20Sea%20and%20VIIj.pdf,Current,Ireland,27,NULL,NA,NA,NA,NA,NA,1958,2010,1958,2010,1958,2010,2010,8,2010,2009,HAWG-HERRSIRS-1957-2010-NEUBAUER_2010,HAWG-HERRSIRS-1957-2010-NEUBAUER_2009,114000,106000,SSB-MT,MT,168000,191000,168000,191000,NA,NA,114000,106000,NA,NA,0.0845,0.0652,F-1/yr,1/yr,0.0498,0.03,0.0498,0.03,0.0845,0.0652
HAWG-HERRSIRS-1957-2012-ICESIMP2016,HERRSIRS,ICES,HAWG,1957-2012,1957,2012,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1958,2012,1958,2011,1958,2011,2011,7,2010,2009,HAWG-HERRSIRS-1957-2012-ICESIMP2016_2010,HAWG-HERRSIRS-1957-2012-ICESIMP2016_2009,84300,69100,SSB-MT,MT,135000,128000,135000,128000,NA,NA,84300,69100,NA,NA,0.134,0.104,F-1/yr,1/yr,0.062,0.044921875,NA,NA,0.134,0.104
HAWG-HERRSIRS-1957-2013-ICESIMP2016,HERRSIRS,ICES,HAWG,1957-2013,1957,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1958,2013,1958,2012,1958,2012,2012,6,2010,2009,HAWG-HERRSIRS-1957-2013-ICESIMP2016_2010,HAWG-HERRSIRS-1957-2013-ICESIMP2016_2009,113000,87800,SSB-MT,MT,187000,163000,187000,163000,NA,NA,113000,87800,NA,NA,0.104,0.0828,F-1/yr,1/yr,0.044759358,0.035276074,NA,NA,0.104,0.0828
HAWG-HERRSIRS-1957-2014-ICESIMP2016,HERRSIRS,ICES,HAWG,1957-2014,1957,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1958,2013,1958,2013,1958,2013,2013,5,2010,2009,HAWG-HERRSIRS-1957-2014-ICESIMP2016_2010,HAWG-HERRSIRS-1957-2014-ICESIMP2016_2009,74300,61500,SSB-MT,MT,NA,NA,NA,NA,NA,NA,74300,61500,NA,NA,0.164,0.122,F-1/yr,1/yr,NA,NA,NA,NA,0.164,0.122
HAWG-HERRSIRS-1957-2015-ICESIMP2016,HERRSIRS,ICES,HAWG,1957-2015,1957,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1958,2015,1958,2014,1958,2014,2014,4,2010,2009,HAWG-HERRSIRS-1957-2015-ICESIMP2016_2010,HAWG-HERRSIRS-1957-2015-ICESIMP2016_2009,127000,109000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,127000,109000,NA,NA,0.083,0.068,F-1/yr,1/yr,NA,NA,NA,NA,0.083,0.068
HAWG-HERRSIRS-1957-2016-ICESIMP2016,HERRSIRS,ICES,HAWG,1957-2016,1957,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1958,2016,1958,2015,1958,2015,2015,3,2010,2009,HAWG-HERRSIRS-1957-2016-ICESIMP2016_2010,HAWG-HERRSIRS-1957-2016-ICESIMP2016_2009,142000,122000,SSB-MT,MT,228000,214000,228000,214000,NA,NA,142000,122000,NA,NA,0.074,0.061,F-1/yr,1/yr,0.036710526,0.026869159,NA,NA,0.074,0.061
HAWG-HERRSIRS-1957-2017-ICESIMP2018,HERRSIRS,ICES,HAWG,1957-2017,1957,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.irls.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1958,2017,1958,2016,1958,2016,2016,2,2010,2009,HAWG-HERRSIRS-1957-2017-ICESIMP2018_2010,HAWG-HERRSIRS-1957-2017-ICESIMP2018_2009,124000,108000,SSB-MT,MT,199000,189000,199000,189000,NA,NA,124000,108000,NA,NA,0.0848,0.0682,F-1/yr,1/yr,0.042060302,0.03042328,NA,NA,0.0848,0.0682
HAWG-HERRSIRS-1957-2018-ICESIMP2018,HERRSIRS,ICES,HAWG,1957-2018,1957,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7a-g-h-j,multinational-ICES-VIIa-g-h-j,Herring ICES 7a-g-h-j,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,999,,Current,Ireland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1958,2018,1958,2017,1958,2017,2017,1,2010,2009,HAWG-HERRSIRS-1957-2018-ICESIMP2018_2010,HAWG-HERRSIRS-1957-2018-ICESIMP2018_2009,125000,116000,SSB-MT,MT,195000,196000,195000,196000,NA,NA,125000,116000,NA,NA,0.0815,0.0617,F-1/yr,1/yr,0.042923077,0.029336735,NA,NA,0.0815,0.0617
DFO-HERRSOG-1951-2015-WATSON,HERRSOG,DFO,DFO,1951-2015,1951,2015,Statistical catch at age model,SCA,Statistical catch-at-age model,Canada,Canada West Coast,Strait of Georgia,Canada-DFO-SOG,Pacific herring Strait of Georgia,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,0,http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf,Current,Canada,67,NULL,NA,NA,NA,NA,NA,1951,2015,1951,2015,1951,2015,2015,2,2007,2006,DFO-HERRSOG-1951-2015-WATSON_2007,DFO-HERRSOG-1951-2015-WATSON_2006,58400,56800,SSB-MT,MT,163000,219000,163000,219000,NA,NA,58400,56800,NA,NA,0.062576687,0.085844749,ERbest-ratio,ratio,0.062576687,0.085844749,NA,NA,NA,NA
DFO-PAC-HERRSOG-1949-2018-ASHBROOK,HERRSOG,DFO,DFO-PAC,1949-2018,1949,2018,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,Canada,Canada West Coast,Strait of Georgia,Canada-DFO-SOG,Pacific herring Strait of Georgia,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,999,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_002-eng.html,Current,Canada,67,NULL,NA,NA,NA,NA,NA,1951,2018,NA,NA,1951,2016,2016,1,2007,2006,DFO-PAC-HERRSOG-1949-2018-ASHBROOK_2007,DFO-PAC-HERRSOG-1949-2018-ASHBROOK_2006,60808.434,57723.91,SSB-MT,MT,NA,NA,NA,NA,NA,NA,60808.434,57723.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DFO-PAC-HERRSOG-1951-2007-COLLIE,HERRSOG,DFO,DFO-PAC,1951-2007,1951,2007,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,Canada,Canada West Coast,Strait of Georgia,Canada-DFO-SOG,Pacific herring Strait of Georgia,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii pallasii,Clupea pallasii,Pacific herring,0,received from contact,Current,Canada,67,this is a test entry only,NA,NA,NA,NA,NA,1951,2007,1951,2007,1951,2007,2007,3,2007,2006,DFO-PAC-HERRSOG-1951-2007-COLLIE_2007,DFO-PAC-HERRSOG-1951-2007-COLLIE_2006,65700,72400,SSB-MT,MT,75500,90400,75500,90400,NA,NA,65700,72400,NA,NA,0.13,0.199,ERbest-ratio,ratio,0.13,0.199,0.13,0.199,0.113,0.178
HAWG-HERRVIa-1956-2010-NEUBAUER,HERRVIa,ICES,HAWG,1956-2010,1956,2010,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Herring West of Scotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2005%20Herring%20in%20Division%20VIa%20(North).pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1957,2010,1957,2010,1957,2010,2010,3,2010,2009,HAWG-HERRVIa-1956-2010-NEUBAUER_2010,HAWG-HERRVIa-1956-2010-NEUBAUER_2009,775000,166000,TBbest-MT,MT,775000,166000,775000,166000,NA,NA,61600,74800,NA,NA,0.0256,0.112,ERbest-ratio,ratio,0.0256,0.112,0.0256,0.112,0.266,0.238
HAWG-HERRVIa-1956-2013-ICESIMP2016,HERRVIa,ICES,HAWG,1956-2013,1956,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Herring West of Scotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-vian.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1957,2013,1957,2012,1957,2012,2012,2,2010,2009,HAWG-HERRVIa-1956-2013-ICESIMP2016_2010,HAWG-HERRVIa-1956-2013-ICESIMP2016_2009,168000,164000,TBbest-MT,MT,168000,164000,168000,164000,NA,NA,64000,85300,NA,NA,0.118452381,0.112804878,ERbest-ratio,ratio,0.118452381,0.112804878,NA,NA,0.251,0.207
HAWG-HERRVIa-1956-2014-ICESIMP2016,HERRVIa,ICES,HAWG,1956-2014,1956,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Herring West of Scotland,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-vian.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1957,2013,1957,2013,1957,2013,2013,1,2010,2009,HAWG-HERRVIa-1956-2014-ICESIMP2016_2010,HAWG-HERRVIa-1956-2014-ICESIMP2016_2009,164000,158000,TBbest-MT,MT,164000,158000,164000,158000,NA,NA,60200,83500,NA,NA,0.121341463,0.117088608,ERbest-ratio,ratio,0.121341463,0.117088608,NA,NA,0.272,0.216
HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER,HERRVIaVIIbc,ICES,HAWG,1956-2010,1956,2010,VPA,VPA,Virtual Population Analysis,multinational,Europe (EU),ICES 5a-7bc,multinational-ICES-VIa-VIIb-VIIc,Herring ICES 5a-7bc,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,"http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2006%20Herring%20in%20Division%20VIa%20(South)%20and%20VIIb,c.pdf",Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1957,2010,1957,2010,1957,2010,2010,7,2010,2009,HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER_2010,HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER_2009,23500,25000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,23500,25000,NA,NA,0.189,0.182,ERbest-ratio,ratio,0.189,0.182,0.189,0.182,0.547,0.563
HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016,HERRVIaVIIbc,ICES,HAWG,1956-2013,1956,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 5a-7bc,multinational-ICES-VIa-VIIb-VIIc,Herring ICES 5a-7bc,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irlw.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1957,2012,1957,2012,1957,2012,2012,6,2010,2009,HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016_2010,HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016_2009,20700,24200,SSB-MT,MT,74000,51400,74000,51400,NA,NA,20700,24200,NA,NA,0.137837838,0.204280156,ERbest-ratio,ratio,0.137837838,0.204280156,NA,NA,0.542,0.501
HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016,HERRVIaVIIbc,ICES,HAWG,1956-2014,1956,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 5a-7bc,multinational-ICES-VIa-VIIb-VIIc,Herring ICES 5a-7bc,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-irlw.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1957,2014,1957,2013,1957,2013,2013,5,2010,2009,HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016_2010,HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016,HERRVIaVIIbc,ICES,HAWG,1956-2015,1956,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 5a-7bc,multinational-ICES-VIa-VIIb-VIIc,Herring ICES 5a-7bc,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-67bc.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1957,2015,1957,2014,1957,2014,2014,4,2010,2009,HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016_2010,HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016_2009,373000,416000,SSB-MT,MT,694000,684000,694000,684000,NA,NA,373000,416000,NA,NA,0.043371758,0.042397661,ERbest-ratio,ratio,0.043371758,0.042397661,NA,NA,0.09,0.0766
