"key","stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","ty_code","num_assess","council","CouncilCode","interval.x","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","log_B_recent","log_B_old","log_F_recent","log_F_old","log_Bmsy_recent","log_Bmsy_old","log_Fmsy_recent","log_Fmsy_old","log_B_by_Bmsy_recent","log_B_by_Bmsy_old","log_F_by_Fmsy_recent","log_F_by_Fmsy_old","log_OFL_ty_recent","log_OFL_ty_old","OFL_label","F_Fmsy_label","B_Bmsy_label","Fmsy_label","Bmsy_label","F_label","B_label","col_OFL_label","col_F_Fmsy_label","col_B_Bmsy_label","col_Fmsy_label","col_Bmsy_label","col_F_label","col_B_label","interval.y"
"HADFAPL_21","HADFAPL",5,"Europe (non-EU)",21,"HADFAPL_21",98,1,2016,NA,14100,15900,0.391,0.28,22843,22843,0.165,0.165,0.617256928,0.696055684,2.36969697,1.696969697,1949.182169,2198.013935,6,7,"Europe (non-EU)",9,1,14100,0.391,22843,0.165,0.617256928,2.36969697,1949.182169,9.55393007636626,9.67407438820832,-0.939047718996771,-1.27296567581289,10.0364000036559,10.0364000036559,-1.80180980508156,-1.80180980508156,-0.482469926842518,-0.36232561610088,0.862762086212662,0.528844129286526,7.57516516307198,7.69530947479788,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADFAPL_3","HADFAPL",5,"Europe (non-EU)",3,"HADFAPL_3",99,1,2011,NA,12700,15200,0.361,0.261,35000,35000,0.25,0.25,0.362857143,0.434285714,1.444,1.044,2556.734708,3060.028942,1,7,"Europe (non-EU)",9,3,9110,0.434,22843,0.165,0.398809263,2.63030303,1259.365217,9.44935727244668,9.62905070683437,-1.01887732064926,-1.34323487165944,10.4631033404715,10.4631033404715,-1.38629436111989,-1.38629436111989,-1.01374606763117,-0.834052634295078,0.367417040470634,0.043059489460447,7.84648621863763,8.02617965307163,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADFAPL_4","HADFAPL",5,"Europe (non-EU)",4,"HADFAPL_4",100,1,2011,NA,11900,15200,0.378,0.261,35000,35000,0.25,0.25,0.34,0.434285714,1.512,1.044,2395.680553,3060.028942,1,7,"Europe (non-EU)",9,4,9110,0.434,22843,0.165,0.398809263,2.63030303,1259.365217,9.38429367909962,9.62905070683437,-0.972861083362549,-1.34323487165944,10.4631033404715,10.4631033404715,-1.38629436111989,-1.38629436111989,-1.07880966137193,-0.834052634295078,0.413433277757341,0.043059489460447,7.78142262522155,8.02617965307163,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADFAPL_5","HADFAPL",5,"Europe (non-EU)",5,"HADFAPL_5",101,1,2011,NA,9600,15200,0.4,0.261,22843,35000,0.165,0.25,0.420260036,0.434285714,2.424242424,1.044,1327.102753,3060.028942,1,7,"Europe (non-EU)",9,5,9110,0.434,22843,0.165,0.398809263,2.63030303,1259.365217,9.16951837745593,9.62905070683437,-0.916290731874155,-1.34323487165944,10.0364000036559,10.4631033404715,-1.80180980508156,-1.38629436111989,-0.866881625955359,-0.834052634295078,0.885519073107401,0.043059489460447,7.1907534638891,8.02617965307163,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"HADFAPL_6","HADFAPL",5,"Europe (non-EU)",6,"HADFAPL_6",102,2,2011,NA,9110,15200,0.434,0.261,22843,35000,0.165,0.25,0.398809263,0.434285714,2.63030303,1.044,1259.365217,3060.028942,1,7,"Europe (non-EU)",9,6,9110,0.434,22843,0.165,0.398809263,2.63030303,1259.365217,9.117127990254,9.62905070683437,-0.834710744881732,-1.34323487165944,10.0364000036559,10.4631033404715,-1.80180980508156,-1.38629436111989,-0.919272013982656,-0.834052634295078,0.967099060084617,0.043059489460447,7.13836307696592,8.02617965307163,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,6
"HADFAPL_7","HADFAPL",5,"Europe (non-EU)",7,"HADFAPL_7",103,1,2012,NA,16900,14600,0.228,0.251,35000,35000,0.25,0.25,0.482857143,0.417142857,0.912,1.004,3738.266766,2939.238326,2,7,"Europe (non-EU)",9,1,11300,0.336,22843,0.165,0.494681084,2.036363636,1562.110533,9.73506890091116,9.58877680769643,-1.4784096500277,-1.38230233985035,10.4631033404715,10.4631033404715,-1.38629436111989,-1.38629436111989,-0.728034439264528,-0.874326533117589,-0.0921152889078056,0.00399202126953746,8.22637735144019,7.98590575397846,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADFAPL_8","HADFAPL",5,"Europe (non-EU)",8,"HADFAPL_8",104,1,2012,NA,14900,14600,0.289,0.251,35000,35000,0.25,0.25,0.425714286,0.417142857,1.156,1.004,2999.633634,2939.238326,2,7,"Europe (non-EU)",9,2,11300,0.336,22843,0.165,0.494681084,2.036363636,1562.110533,9.60911649193355,9.58877680769643,-1.2413285908697,-1.38230233985035,10.4631033404715,10.4631033404715,-1.38629436111989,-1.38629436111989,-0.853986847866859,-0.874326533117589,0.144965770250186,0.00399202126953746,8.00624543819275,7.98590575397846,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADFAPL_9","HADFAPL",5,"Europe (non-EU)",9,"HADFAPL_9",105,1,2012,NA,12400,14600,0.313,0.251,35000,35000,0.25,0.25,0.354285714,0.417142857,1.252,1.004,2496.3394,2939.238326,2,7,"Europe (non-EU)",9,3,11300,0.336,22843,0.165,0.494681084,2.036363636,1562.110533,9.42545175159313,9.58877680769643,-1.16155208844198,-1.38230233985035,10.4631033404715,10.4631033404715,-1.38629436111989,-1.38629436111989,-1.03765158968487,-0.874326533117589,0.224742272677907,0.00399202126953746,7.82258069780931,7.98590575397846,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADGB_1","HADGB",59,"US East Coast",1,"HADGB_1",59,1,2010,NA,104000,167000,0.31,0.18,108300,124900,0.39,0.39,0.960295476,1.337069656,0.794871795,0.461538462,30638.11073,49197.7355,1,2,"NEFMC",3,4,104000,0.31,108300,0.39,0.960295476,0.794871795,30638.11073,11.5521461781235,12.0257490913989,-1.17118298150295,-1.71479842809193,11.5926604329891,11.7352686961137,-0.941608539858445,-0.941608539858445,-0.0405142543771107,0.290480395491211,-0.22957444148321,-0.773189887233482,10.3299999617054,10.8036028749984,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADICE_1","HADICE",5,"Europe (non-EU)",1,"HADICE_1",61,1,2011,NA,97900,91400,0.41,0.446,45000,45000,0.52,NA,2.175555556,2.031111111,NA,1.274285714,50908,26991.5086,1,6,"Europe (non-EU)",9,1,95200,0.408,45000,0.4,2.115555556,NA,38080,11.4917018285186,11.4230007574422,-0.891598119283784,-0.807436326962073,10.7144177687525,10.7144177687525,-0.653926467406664,NA,0.777284059970435,0.70858298863508,NA,0.242385797312389,10.8377753611119,10.2032775992258,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADICE_10","HADICE",5,"Europe (non-EU)",10,"HADICE_10",62,1,2013,NA,96700,92100,0.347,0.363,45000,45000,0.4,0.4,2.148888889,2.046666667,NA,NA,38680,36840,3,6,"Europe (non-EU)",9,1,97700,0.327,45000,0.4,2.171111111,NA,39080,11.4793686814414,11.4306302222434,-1.05843049903528,-1.01335244471729,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.764950912740635,0.716212453653808,NA,NA,10.5630779495672,10.5143394903692,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADICE_11","HADICE",5,"Europe (non-EU)",11,"HADICE_11",63,1,2013,NA,1e+05,92100,0.324,0.363,45000,45000,0.4,0.4,2.222222222,2.046666667,NA,NA,40000,36840,3,6,"Europe (non-EU)",9,2,97700,0.327,45000,0.4,2.171111111,NA,39080,11.5129254649702,11.4306302222434,-1.12701176318981,-1.01335244471729,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.798507696117772,0.716212453653808,NA,NA,10.5966347330961,10.5143394903692,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADICE_12","HADICE",5,"Europe (non-EU)",12,"HADICE_12",64,1,2013,NA,97700,92100,0.327,0.363,45000,45000,0.4,0.4,2.171111111,2.046666667,NA,NA,39080,36840,3,6,"Europe (non-EU)",9,3,97700,0.327,45000,0.4,2.171111111,NA,39080,11.4896568380309,11.4306302222434,-1.11779510808488,-1.01335244471729,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.77523906922724,0.716212453653808,NA,NA,10.5733661061567,10.5143394903692,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADICE_13","HADICE",5,"Europe (non-EU)",13,"HADICE_13",65,1,2014,NA,77400,72400,0.275,0.307,45000,45000,0.4,0.4,1.72,1.608888889,NA,NA,30960,28960,4,6,"Europe (non-EU)",9,1,75500,0.269,45000,0.4,1.677777778,NA,30200,11.2567420595778,11.1899615783738,-1.29098418131557,-1.18090753139494,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.542324290825362,0.475543809690412,NA,NA,10.3404513277037,10.2736708464997,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADICE_14","HADICE",5,"Europe (non-EU)",14,"HADICE_14",66,1,2014,NA,75500,72400,0.269,0.307,45000,45000,0.4,0.4,1.677777778,1.608888889,NA,NA,30200,28960,4,6,"Europe (non-EU)",9,2,75500,0.269,45000,0.4,1.677777778,NA,30200,11.2318879352371,11.1899615783738,-1.3130438993803,-1.18090753139494,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.51747016661711,0.475543809690412,NA,NA,10.315597203363,10.2736708464997,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADICE_15","HADICE",5,"Europe (non-EU)",15,"HADICE_15",67,1,2015,NA,86600,87500,0.345,0.373,45000,45000,0.4,0.4,1.924444444,1.944444444,NA,NA,34640,35000,5,6,"Europe (non-EU)",9,1,86600,0.345,45000,0.4,1.924444444,NA,34640,11.3690550945505,11.3793940723457,-1.06421086195078,-0.986176859338322,10.7144177687525,10.7144177687525,-0.916290731874155,-0.916290731874155,0.654637325567123,0.664976303364678,NA,NA,10.4527643626764,10.4631033404715,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADICE_2","HADICE",5,"Europe (non-EU)",2,"HADICE_2",68,1,2011,NA,96000,91400,0.413,0.446,45000,45000,0.4,NA,2.133333333,2.031111111,NA,1.274285714,38400,26991.5086,1,6,"Europe (non-EU)",9,2,95200,0.408,45000,0.4,2.115555556,NA,38080,11.47210347045,11.4230007574422,-0.884307686021104,-0.807436326962073,10.7144177687525,10.7144177687525,-0.916290731874155,NA,0.757685701541266,0.70858298863508,NA,0.242385797312389,10.5558127385758,10.2032775992258,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADICE_3","HADICE",5,"Europe (non-EU)",3,"HADICE_3",69,1,2011,NA,97700,91400,0.411,0.446,45000,45000,0.4,NA,2.171111111,2.031111111,NA,1.274285714,39080,26991.5086,1,6,"Europe (non-EU)",9,3,95200,0.408,45000,0.4,2.115555556,NA,38080,11.4896568380309,11.4230007574422,-0.889162064485903,-0.807436326962073,10.7144177687525,10.7144177687525,-0.916290731874155,NA,0.77523906922724,0.70858298863508,NA,0.242385797312389,10.5733661061567,10.2032775992258,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADICE_4","HADICE",5,"Europe (non-EU)",4,"HADICE_4",70,1,2011,NA,98000,91400,0.402,0.446,45000,45000,0.4,NA,2.177777778,2.031111111,NA,1.274285714,39200,26991.5086,1,6,"Europe (non-EU)",9,4,95200,0.408,45000,0.4,2.115555556,NA,38080,11.4927227576527,11.4230007574422,-0.911303190363116,-0.807436326962073,10.7144177687525,10.7144177687525,-0.916290731874155,NA,0.778304989002293,0.70858298863508,NA,0.242385797312389,10.5764320257786,10.2032775992258,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADICE_5","HADICE",5,"Europe (non-EU)",5,"HADICE_5",71,1,2011,NA,95200,91400,0.408,0.446,45000,45000,0.4,NA,2.115555556,2.031111111,NA,1.274285714,38080,26991.5086,1,6,"Europe (non-EU)",9,5,95200,0.408,45000,0.4,2.115555556,NA,38080,11.4637352207795,11.4230007574422,-0.896488104577975,-0.807436326962073,10.7144177687525,10.7144177687525,-0.916290731874155,NA,0.749317452237084,0.70858298863508,NA,0.242385797312389,10.5474444889053,10.2032775992258,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"HADICE_6","HADICE",5,"Europe (non-EU)",6,"HADICE_6",72,1,2012,NA,91000,91900,0.349,0.344,45000,45000,0.4,0.52,2.022222222,2.042222222,NA,NA,36400,47788,2,6,"Europe (non-EU)",9,1,92200,0.335,45000,0.4,2.048888889,NA,36880,11.418614785499,11.4284563083438,-1.05268335677971,-1.06711362160874,10.7144177687525,10.7144177687525,-0.916290731874155,-0.653926467406664,0.70419701663664,0.714038539482508,NA,NA,10.5023240536248,10.7745298409371,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADICE_7","HADICE",5,"Europe (non-EU)",7,"HADICE_7",73,1,2012,NA,93700,91900,0.345,0.344,45000,45000,0.4,0.52,2.082222222,2.042222222,NA,NA,37480,47788,2,6,"Europe (non-EU)",9,2,92200,0.335,45000,0.4,2.048888889,NA,36880,11.4478534682265,11.4284563083438,-1.06421086195078,-1.06711362160874,10.7144177687525,10.7144177687525,-0.916290731874155,-0.653926467406664,0.733435699367333,0.714038539482508,NA,NA,10.5315627363524,10.7745298409371,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADICE_8","HADICE",5,"Europe (non-EU)",8,"HADICE_8",74,1,2012,NA,95000,91900,0.331,0.344,45000,45000,0.4,0.52,2.111111111,2.042222222,NA,NA,38000,47788,2,6,"Europe (non-EU)",9,3,92200,0.335,45000,0.4,2.048888889,NA,36880,11.4616321705827,11.4284563083438,-1.10563690360507,-1.06711362160874,10.7144177687525,10.7144177687525,-0.916290731874155,-0.653926467406664,0.747214401777589,0.714038539482508,NA,NA,10.5453414387085,10.7745298409371,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADICE_9","HADICE",5,"Europe (non-EU)",9,"HADICE_9",75,1,2012,NA,92200,91900,0.335,0.344,45000,45000,0.4,0.52,2.048888889,2.042222222,NA,NA,36880,47788,2,6,"Europe (non-EU)",9,4,92200,0.335,45000,0.4,2.048888889,NA,36880,11.4317154095447,11.4284563083438,-1.09362474715707,-1.06711362160874,10.7144177687525,10.7144177687525,-0.916290731874155,-0.653926467406664,0.717297640846458,0.714038539482508,NA,NA,10.5154246776705,10.7745298409371,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADIS_1","HADIS",60,"Europe (EU)",1,"HADIS_1",60,1,2015,NA,13100,12800,0.13,0.137,2944,3093,0.27,0.27,4.449728261,4.13837698,0.481481481,0.507407407,3099.728624,3028.742472,1,2,"Europe (EU)",8,1,13100,0.13,2944,0.27,4.449728261,0.481481481,3099.728624,9.48036750918924,9.45720044990771,-2.04022082852655,-1.98777435315401,7.98752447984877,8.03689677268507,-1.30933331998376,-1.30933331998376,1.49284302936979,1.42030367715545,-0.730887509542792,-0.67844103397317,8.03906984599617,8.01590278661382,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_1","HADNEAR",6,"Europe (non-EU)",1,"HADNEAR_1",76,1,2011,NA,1070000,1050000,0.290654206,0.295,80000,80000,0.35,0.35,5.2375,5.5625,1.251428571,1.125714286,315983.744,310077.5058,1,6,"Europe (non-EU)",9,1,1290000,0.240310078,80000,0.35,6.1,0.628571429,380952.3643,13.8831692064381,13.8643007221337,-1.23562101392624,-1.22077992264232,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.65584428524826,1.71604764749236,0.224285755550521,0.118417755068282,12.6634460482078,12.6445775639215,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_10","HADNEAR",6,"Europe (non-EU)",10,"HADNEAR_10",77,1,2013,NA,1130000,638000,0.171681416,0.304075235,80000,80000,0.35,0.35,9.0375,4.275,0.522857143,0.828571429,333702.4586,188408.9988,3,6,"Europe (non-EU)",9,1,1030000,0.188349515,80000,0.35,8.1375,0.428571429,304171.2676,13.9377281906885,13.3660935623269,-1.76211475223069,-1.19048012464229,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.20138258748488,1.45278410238872,-0.648447001368814,-0.188052230985698,12.7180050324079,12.1463704043149,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_11","HADNEAR",6,"Europe (non-EU)",11,"HADNEAR_11",78,1,2013,NA,1130000,638000,0.171681416,0.304075235,80000,80000,0.35,0.35,8.8,4.275,0.594285714,0.828571429,333702.4586,188408.9988,3,6,"Europe (non-EU)",9,2,1030000,0.188349515,80000,0.35,8.1375,0.428571429,304171.2676,13.9377281906885,13.3660935623269,-1.76211475223069,-1.19048012464229,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.17475172148416,1.45278410238872,-0.520395075262911,-0.188052230985698,12.7180050324079,12.1463704043149,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADNEAR_12","HADNEAR",6,"Europe (non-EU)",12,"HADNEAR_12",79,1,2013,NA,1030000,638000,0.188349515,0.304075235,80000,80000,0.35,0.35,8.1375,4.275,0.428571429,0.828571429,304171.2676,188408.9988,3,6,"Europe (non-EU)",9,3,1030000,0.188349515,80000,0.35,8.1375,0.428571429,304171.2676,13.8450693602058,13.3660935623269,-1.66945591984077,-1.19048012464229,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.09648300753469,1.45278410238872,-0.847297859387204,-0.188052230985698,12.6253462020124,12.1463704043149,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADNEAR_13","HADNEAR",6,"Europe (non-EU)",13,"HADNEAR_13",80,1,2014,NA,1150000,1150000,0.154782609,0.154782609,80000,80000,0.35,0.35,9.5625,9.9125,0.457142857,0.434285714,339608.6968,339608.6968,4,6,"Europe (non-EU)",9,1,1030000,0.172815534,80000,0.35,8.45,0.428571429,304171.2676,13.9552725003394,13.9552725003394,-1.86573366909892,-1.86573366909892,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.25784919915265,2.29379658696097,-0.782759339562132,-0.834052634295078,12.7355493420431,12.7355493420431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_14","HADNEAR",6,"Europe (non-EU)",14,"HADNEAR_14",81,1,2014,NA,1030000,1150000,0.172815534,0.154782609,80000,80000,0.35,0.35,8.45,9.9125,0.428571429,0.434285714,304171.2676,339608.6968,4,6,"Europe (non-EU)",9,2,1030000,0.172815534,80000,0.35,8.45,0.428571429,304171.2676,13.8450693602058,13.9552725003394,-1.75553053081924,-1.86573366909892,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.13416644136908,2.29379658696097,-0.847297859387204,-0.834052634295078,12.6253462020124,12.7355493420431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADNEAR_15","HADNEAR",6,"Europe (non-EU)",15,"HADNEAR_15",82,1,2015,NA,964000,1110000,0.202282158,0.175675676,80000,80000,0.35,0.35,8.2,10.025,0.485714286,0.591428571,284680.6815,327796.2204,5,6,"Europe (non-EU)",9,1,964000,0.202282158,80000,0.35,8.2,0.485714286,284680.6815,13.7788465735927,13.9198705732885,-1.5980917344468,-1.73911573389648,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.10413415427021,2.30508197319263,-0.722134716844962,-0.525214361942728,12.5591234153263,12.7001474150241,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_2","HADNEAR",6,"Europe (non-EU)",2,"HADNEAR_2",83,1,2011,NA,1130000,1050000,0.274336283,0.295,80000,80000,0.35,0.35,5.05,5.5625,1.057142857,1.125714286,333702.4586,310077.5058,1,6,"Europe (non-EU)",9,2,1290000,0.240310078,80000,0.35,6.1,0.628571429,380952.3643,13.9377281906885,13.8643007221337,-1.29340061490461,-1.22077992264232,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.61938824328727,1.71604764749236,0.0555698510196757,0.118417755068282,12.7180050324079,12.6445775639215,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADNEAR_3","HADNEAR",6,"Europe (non-EU)",3,"HADNEAR_3",84,1,2011,NA,1330000,1050000,0.233082707,0.295,80000,80000,0.35,0.35,6.325,5.5625,1.002857143,1.125714286,392764.8407,310077.5058,1,6,"Europe (non-EU)",9,3,1290000,0.240310078,80000,0.35,6.1,0.628571429,380952.3643,14.1006895001979,13.8643007221337,-1.45636192273661,-1.22077992264232,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.84451003461358,1.71604764749236,0.00285306912485654,0.118417755068282,12.8809663420367,12.6445775639215,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADNEAR_4","HADNEAR",6,"Europe (non-EU)",4,"HADNEAR_4",85,1,2011,NA,1370000,1050000,0.226277372,0.295,80000,80000,0.35,0.35,6.4,5.5625,1.051428571,1.125714286,404577.3171,310077.5058,1,6,"Europe (non-EU)",9,4,1290000,0.240310078,80000,0.35,6.1,0.628571429,380952.3643,14.1303212978043,13.8643007221337,-1.48599372250427,-1.22077992264232,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.85629799036563,1.71604764749236,0.0501497832778628,0.118417755068282,12.9105981396133,12.6445775639215,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADNEAR_5","HADNEAR",6,"Europe (non-EU)",5,"HADNEAR_5",86,1,2011,NA,1290000,1050000,0.240310078,0.295,80000,80000,0.35,0.35,6.1,5.5625,0.628571429,1.125714286,380952.3643,310077.5058,1,6,"Europe (non-EU)",9,5,1290000,0.240310078,80000,0.35,6.1,0.628571429,380952.3643,14.0701527763379,13.8643007221337,-1.42582519787653,-1.22077992264232,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.80828877117927,1.71604764749236,-0.46430560744928,0.118417755068282,12.8504296182082,12.6445775639215,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"HADNEAR_6","HADNEAR",6,"Europe (non-EU)",6,"HADNEAR_6",87,1,2012,NA,868000,770000,0.3640553,0.409090909,80000,80000,0.35,0.35,5,4.8,1.265714286,1.605714286,256330.7381,227390.1709,2,6,"Europe (non-EU)",9,1,1160000,0.272413793,80000,0.35,7.3625,0.571428571,342561.8159,13.6739469936425,13.5541457938299,-1.01044949980762,-0.893817876244319,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.6094379124341,1.56861591791385,0.23563661578741,0.473568695588168,12.4542238353211,12.3344226355297,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNEAR_7","HADNEAR",6,"Europe (non-EU)",7,"HADNEAR_7",88,1,2012,NA,1240000,770000,0.25483871,0.409090909,80000,80000,0.35,0.35,7.875,4.8,0.742857143,1.605714286,366186.7687,227390.1709,2,6,"Europe (non-EU)",9,2,1160000,0.272413793,80000,0.35,7.3625,0.571428571,342561.8159,14.0306219375812,13.5541457938299,-1.36712444374635,-0.893817876244319,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.0636931847117,1.56861591791385,-0.297251523275624,0.473568695588168,12.8108987792208,12.3344226355297,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"HADNEAR_8","HADNEAR",6,"Europe (non-EU)",8,"HADNEAR_8",89,1,2012,NA,1260000,770000,0.250793651,0.409090909,80000,80000,0.35,0.35,7.8375,4.8,0.797142857,1.605714286,372093.007,227390.1709,2,6,"Europe (non-EU)",9,3,1160000,0.272413793,80000,0.35,7.3625,0.571428571,342561.8159,14.0466222789277,13.5541457938299,-1.38312478553583,-0.893817876244319,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,2.05891990595904,1.56861591791385,-0.226721372841305,0.473568695588168,12.826899120823,12.3344226355297,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"HADNEAR_9","HADNEAR",6,"Europe (non-EU)",9,"HADNEAR_9",90,1,2012,NA,1160000,770000,0.272413793,0.409090909,80000,80000,0.35,0.35,7.3625,4.8,0.571428571,1.605714286,342561.8159,227390.1709,2,6,"Europe (non-EU)",9,4,1160000,0.272413793,80000,0.35,7.3625,0.571428571,342561.8159,13.9639305630825,13.5541457938299,-1.30043307089325,-0.893817876244319,11.289781913656,11.289781913656,-1.04982212449868,-1.04982212449868,1.99639954897771,1.56861591791385,-0.559615788685423,0.473568695588168,12.7442074047786,12.3344226355297,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"HADNS-IIIa-VIa_1","HADNS-IIIa-VIa",7,"Europe (EU)",1,"HADNS-IIIa-VIa_1",91,1,2013,NA,355000,420000,0.132676056,0.111428571,88000,88000,0.37,0.35,2.556818182,2.670454545,0.497297297,0.522857143,109789.3126,124031.0023,1,6,"Europe (EU)",8,1,356000,0.132303371,132000,0.19,1.893939394,1.073684211,61602.54832,12.7798730684576,12.9480099902596,-2.01984479100081,-2.19437151219997,11.3850920934603,11.3850920934603,-0.994252273343867,-1.04982212449868,0.938763587797325,0.98224869949574,-0.698567248627111,-0.648447001368814,11.6063184681654,11.7282868318861,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNS-IIIa-VIa_10","HADNS-IIIa-VIa",7,"Europe (EU)",10,"HADNS-IIIa-VIa_10",92,1,2014,NA,530000,397000,0.087358491,0.116624685,132000,88000,0.19,0.37,1.401515152,1.352272727,1.573684211,0.843243243,91711.65901,122778.4707,2,6,"Europe (EU)",8,1,508000,0.091141732,132000,0.19,1.356060606,1.768421053,87904.75996,13.1806322855283,12.8916915596693,-2.43773504048638,-2.14879432078291,11.7905572015685,11.3850920934603,-1.66073120682165,-0.994252273343867,0.3375539028379,0.301786678431642,0.453419501531204,-0.170499818117249,11.4264047931288,11.7181369592923,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"HADNS-IIIa-VIa_11","HADNS-IIIa-VIa",7,"Europe (EU)",11,"HADNS-IIIa-VIa_11",93,1,2014,NA,523000,397000,0.088527725,0.116624685,132000,88000,0.19,0.37,1.371212121,1.352272727,1.6,0.843243243,90500.37295,122778.4707,2,6,"Europe (EU)",8,2,508000,0.091141732,132000,0.19,1.356060606,1.768421053,87904.75996,13.1673367430471,12.8916915596693,-2.42443949919304,-2.14879432078291,11.7905572015685,11.3850920934603,-1.66073120682165,-0.994252273343867,0.315695108524759,0.301786678431642,0.470003629245736,-0.170499818117249,11.413109250674,11.7181369592923,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
